Lot,Variety,Fields,Customer,Selected,Ranking,Greeness ,Shatter ,Rating,Evergreen,Woody,Nutty,Earthy,Spicy,Vegetal,Floral,Grassy,Herbal,Fruity,Stonefruit,Citrus,Tropical,OG,Cheesy,Plastic,Diesel,Notes
22-WA397-036,Mosaic ,"#64,#52 Citra",Fat Head's Brewery,No,5,1,2,3,0,3,0,4,2,2,2,4,4,0,2,3,2,1,4,2,3,"Browing, oxidized, cheezy, dull, friable, lacking tropical characteristics, muted, tomato, dull, wind damage, grassy"
22-WA397-037,Mosaic ,"#64,#52 Citra",Brouwerij Frontaal,Yes,1,1,4,9,0,2,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,"Passion fruit, lemonpeel, grapefruit, bright aroma"
22-WA397-037,Mosaic ,"#64,#52 Citra",LION PTY,Yes,3,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - #3 NBB SWING lot, remaining RH for Bell's (RH headed to Haas)"
22-WA397-037,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,1,4,0,0,6,0,0,1,0,2,0,4,0,4,7,5,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-037
22-WA397-037,Mosaic ,"#64,#52 Citra",Balter Brewing Company,No,5,1,4,5,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,"Lime, candy, grassy, woody, lower intensity"
22-WA397-037,Mosaic ,"#64,#52 Citra",Fieldwork Brewing,No,3,1,4,6,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,"A bit one note, but that one note is a good note. bright tropical citrus, nose just not too intense."
22-WA397-037,Mosaic ,"#64,#52 Citra",Ever Grain Brewing Co,No,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra",Track Brewing,No,4,1,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,"A bit grassy/herbal. Some OG, sweaty notes. Sulphur"
22-WA397-037,Mosaic ,"#64,#52 Citra",Tonewood Brewing,No,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,
22-WA397-037,Mosaic ,"#64,#52 Citra",Saint Arnold Brewing Co.,No,0,1,4,6,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra",HenHouse Brewing Company,No,4,1,4,4,0,4,0,4,0,4,5,5,0,0,0,3,0,0,0,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra",Propeller Brewery,No,6,1,4,5,0,2,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra",Urban Roots Brewery,No,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra",Outer Range Brewing Co.,No,5,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra","Trillium Brewing Co., LLC",No,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-037,Mosaic ,"#64,#52 Citra","Three Floyds Brewing Co., LLC",No,5,1,4,5,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,
22-WA397-038,Mosaic ,"#64,#52 Citra",Beavertown Brewery,Yes,4,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-038,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,2,4,0,0,3,0,1,0,1,1,1,3,0,3,3,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-038
22-WA397-038,Mosaic ,"#64,#52 Citra",Balter Brewing Company,No,6,2,4,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,"Lime jello candy, some perfume floral"
22-WA397-038,Mosaic ,"#64,#52 Citra",Beachwood Brewing,No,3,2,4,5,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,
22-WA397-039,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,3,4,0,0,4,0,0,1,0,2,2,2,0,1,5,3,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-039
22-WA397-040,Mosaic ,"#64,#52 Citra",Icicle Brewing Co.,Yes,1,4,4,9,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,1,"Some diesel, floral, berry, citrus"
22-WA397-040,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,4,4,0,0,3,0,0,1,1,1,1,2,0,5,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-040
22-WA397-040,Mosaic ,"#64,#52 Citra",Von Ebert Brewing,Yes,1,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Huge red raspberry and petrol.
22-WA397-040,Mosaic ,"#64,#52 Citra","Monday Night Ventures, LLC",No,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-040,Mosaic ,"#64,#52 Citra",MadeWest Brewing Co,No,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,
22-WA397-040,Mosaic ,"#64,#52 Citra",Original Pattern Brewing Company,No,2,4,4,8,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,
22-WA397-040,Mosaic ,"#64,#52 Citra",Gnarly Barley Brewing Co,No,3,4,4,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,
22-WA397-041,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,4,4,0,0,4,0,1,1,1,0,2,3,0,2,4,4,4,0,0,0,Average internal validated sensory analysis for lot 22-WA397-041
22-WA397-041,Mosaic ,"#64,#52 Citra",Russian River Brewing Co.,No,3,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Slightly under dried
22-WA397-041,Mosaic ,"#64,#52 Citra",FOUNDERS BREWING CO.,No,3,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-042,Mosaic ,"#64,#52 Citra",*YCH (4Group),Yes,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-042,Mosaic ,"#64,#52 Citra",Official Sensory,Yes,0,4,4,0,0,4,0,1,1,1,1,2,2,0,2,5,2,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-042
22-WA397-043,Mosaic ,#66,CERVECERÍA WENDLANDT,Yes,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,"Lime zest, dank,"
22-WA397-043,Mosaic ,#66,Original Pattern Brewing Company,Yes,1,4,5,9,0,3,0,2,4,4,2,4,2,0,6,3,8,5,0,5,4,
22-WA397-043,Mosaic ,#66,Official Sensory,Yes,0,4,5,0,0,4,0,2,0,2,1,1,4,0,2,5,5,3,0,0,0,Average internal validated sensory analysis for lot 22-WA397-043
22-WA397-044,Mosaic ,#66,Official Sensory,Yes,0,4,3,0,0,4,0,1,1,0,2,1,2,0,4,5,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-044
22-WA397-045,Mosaic ,"#66,#14 Mosaic",Bearded Iris Brewing,Yes,2,3,3,7,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,"Intense raspberry, light citrus, orange, sl. industrial, pungent, pineapple, light vanilla, shampoo/herbal essences, - 50%"
22-WA397-045,Mosaic ,"#66,#14 Mosaic",Official Sensory,Yes,0,3,3,0,0,3,0,1,2,0,1,1,2,0,3,5,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-045
22-WA397-046,Mosaic ,"#62,#14 Mosaic","Sierra Nevada Brewing Co., Inc.",Yes,9,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-046,Mosaic ,"#62,#14 Mosaic",Official Sensory,Yes,0,3,4,0,0,3,0,1,1,1,1,1,2,0,1,4,3,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-046
22-WA397-047,Mosaic ,#62,To Øl,Yes,1,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Slight vegetal, died off, very dank. Soft grapefruit, little garlic, true to type. Cumin, dank, floral, fresh grass, red berries, melon"
22-WA397-047,Mosaic ,#62,Official Sensory,Yes,0,3,3,0,0,5,0,0,1,1,1,1,4,0,2,6,4,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-047
22-WA397-047,Mosaic ,#62,Bearded Iris Brewing,No,4,3,3,4,0,0,0,0,0,0,5,0,0,0,3,7,0,5,0,0,3,"High OG, lemon, yellow starburst, industrial/diesel,  unique, melon, cherry"
22-WA397-048,Mosaic ,"#61,#62",Superflux Beer Company,Yes,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",Cloudburst Brewing,Yes,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",Holy Mountain Brewing Co.,Yes,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",Flying Monkeys Craft Brewery,Yes,1,4,4,7,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,"Bright, pungent, big citrus, tropical papaya"
22-WA397-048,Mosaic ,"#61,#62",Brasserie Du Bas-Canada Inc.,Yes,1,4,4,8,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",Pinthouse Pizza LLC,Yes,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,"Dank sweaty, blueberry, good intensity, very classic example of mosaic!"
22-WA397-048,Mosaic ,"#61,#62",Stoup Brewing,Yes,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",Official Sensory,Yes,0,4,4,0,0,4,0,1,1,0,1,2,2,0,4,6,5,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-048
22-WA397-048,Mosaic ,"#61,#62",DUST BOWL BREWING CO,No,4,4,4,2,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,0,0,Not good.  Onion/garlic and unpleasant character.
22-WA397-048,Mosaic ,"#61,#62","McMENAMINS, INC",No,3,4,4,6,0,0,0,0,0,0,0,0,0,0,5,6,3,4,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",Wren House Brewing Company,No,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
22-WA397-048,Mosaic ,"#61,#62",Voodoo Brewing Co.,No,2,4,4,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,
22-WA397-048,Mosaic ,"#61,#62",4 Hands Brewing Co.,No,4,4,4,4,0,1,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,More floral notes. Low on tropical.
22-WA397-048,Mosaic ,"#61,#62",Topa Topa Brewing Co.,No,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Perfume, guava,"
22-WA397-048,Mosaic ,"#61,#62",Block 15 Brewing,No,2,4,4,7,0,0,0,2,0,0,0,0,2,0,0,4,7,3,0,0,0,Pungent and complex.  Touch of green onion makes it #2. - Green onion only disqualifier
22-WA397-048,Mosaic ,"#61,#62",St Austell Brewery,No,3,4,4,6,0,0,0,2,0,0,0,0,0,0,7,0,5,4,0,0,0,"Onion/garlic initially dominant, coconut, stonefruit jumping out after, big punchy, intense, more oily"
22-WA397-048,Mosaic ,"#61,#62",Meanwhile Brewing Co,No,3,4,4,6,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,
22-WA397-048,Mosaic ,"#61,#62",MadeWest Brewing Co,No,3,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-049,Mosaic ,"#61,#62",Official Sensory,Yes,0,4,4,0,0,4,0,0,1,2,1,1,2,0,1,5,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-049
22-WA397-049,Mosaic ,"#61,#62",Bent Spoke Brewing,No,6,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,"OG, ripe tropical, little rubber, muted candy"
22-WA397-050,Mosaic ,"#17,#61",Phase Three Brewing,Yes,1,4,3,8,0,0,0,0,0,0,3,2,2,0,1,4,3,0,0,0,0,
22-WA397-050,Mosaic ,"#17,#61",Lervig,Yes,1,4,3,8,0,0,0,0,0,0,0,0,4,0,0,5,6,1,0,0,1,"Guava, lemongrass, complex, grapefruit, lime, honeydew melom"
22-WA397-050,Mosaic ,"#17,#61","Kings County Brewers Collective, LLC",Yes,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"Clean, pineapple"
22-WA397-050,Mosaic ,"#17,#61",GREAT LAKES BREWING CO,Yes,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,
22-WA397-050,Mosaic ,"#17,#61",Official Sensory,Yes,0,4,3,0,0,5,0,1,1,1,1,1,3,0,4,5,6,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-050
22-WA397-050,Mosaic ,"#17,#61",Sapwood Cellars,No,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,
22-WA397-050,Mosaic ,"#17,#61",Pub BreWskey,No,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-050,Mosaic ,"#17,#61","McMENAMINS, INC",No,2,4,3,7,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,
22-WA397-050,Mosaic ,"#17,#61",Brasserie Du Bas-Canada Inc.,No,3,4,3,7,0,0,0,0,0,0,5,0,2,0,6,3,5,0,0,0,0,
22-WA397-050,Mosaic ,"#17,#61",Gage Roads Brewery,No,3,4,3,7,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,"Tropical, fairy floss, sweet perfume, some melon, touch of grass"
22-WA397-050,Mosaic ,"#17,#61",GEORGETOWN BREWING,No,3,4,3,7,0,0,0,0,0,0,6,1,1,0,0,2,2,3,0,0,0,Good profile but some undertones of hay.  lots of perfume almost kind of Citra like.  good lot but others are presenting stronger
22-WA397-051,Mosaic ,#17,"Old Nation Brewing Co., LLC",Yes,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-051,Mosaic ,#17,Pryes Brewing Company,Yes,1,4,4,8,0,0,0,1,3,1,3,4,2,0,4,2,7,3,0,1,4,"Tropical, berry, stone fruit, ripe"
22-WA397-051,Mosaic ,#17,Damm SA,Yes,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peach, apple, berries, thiol, old wood, spicy, lemongrass,"
22-WA397-051,Mosaic ,#17,Official Sensory,Yes,0,4,4,0,0,3,0,0,1,0,0,1,2,0,2,5,3,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-051
22-WA397-051,Mosaic ,#17,New England Brewing Co.,No,2,4,4,9,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,
22-WA397-051,Mosaic ,#17,Lervig,No,3,4,4,5,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,"Lemon, tomato plant"
22-WA397-051,Mosaic ,#17,Superflux Beer Company,No,2,4,4,6,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,1,
22-WA397-051,Mosaic ,#17,Pub BreWskey,No,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-051,Mosaic ,#17,Threes Brewing Comany,No,3,4,4,6,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,
22-WA397-051,Mosaic ,#17,Stigbergets Bryggeri,No,3,4,4,7,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,2,"Sweaty and dank with strong berry notes, kinda sweaty but in a very nice way, more intense - slightly more herbal"
22-WA397-051,Mosaic ,#17,Alvarium Brewing Co.,No,3,4,4,5,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,
22-WA397-051,Mosaic ,#17,Gage Roads Brewery,No,2,4,4,7,0,0,0,0,0,0,4,0,0,0,0,0,7,2,0,0,0,"Tropical, orange blossom, musk, small melon, pungent, OG"
22-WA397-051,Mosaic ,#17,CERVECERÍA WENDLANDT,No,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,Tropical layer of weirdness
22-WA397-051,Mosaic ,#17,Prison City Pub & Brewery,No,2,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,"Fruit punch, hair of og"
22-WA397-051,Mosaic ,#17,"4 Noses Brewing Co., LLC",No,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Cannot get past plastic notes
22-WA397-051,Mosaic ,#17,BREAKSIDE BREWERY,No,3,4,4,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0," - Holy heck this smells like the burning pits of hell, in the best way. Just a lot of sulfur that persists and doesn't blow off. Like Hugo Chavez talking about W's scent when addressing the UN in the early 2000s. There's some great stonefruit aroma underneath the sulfur, and this could be a cool lot. Intensity is off the charts, for better or for worse."
22-WA397-052,Mosaic ,"#17,#73",Institution Ale Co.,Yes,1,5,4,8,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2,
22-WA397-052,Mosaic ,"#17,#73",Official Sensory,Yes,0,5,4,0,0,3,0,0,0,1,2,1,2,0,3,5,4,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-052
22-WA397-052,Mosaic ,"#17,#73","Great North Brewing, LLC",No,4,5,4,5,0,5,0,4,4,1,3,3,4,0,3,6,3,0,0,0,0,"Least attractive of the table, but still a decent lot"
22-WA397-052,Mosaic ,"#17,#73",Cabin Brewing Company Inc.,No,2,5,4,6,0,6,0,0,0,0,6,3,2,0,5,7,6,1,0,0,0,
22-WA397-052,Mosaic ,"#17,#73",Moonraker Brewing Company,No,5,5,4,6,0,4,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,
22-WA397-052,Mosaic ,"#17,#73","McMENAMINS, INC",No,5,5,4,4,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,
22-WA397-052,Mosaic ,"#17,#73",To Øl,No,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stood out initially, some wet wood, dill, a little geranium. Citrus juice, thyme. high intensity"
22-WA397-053,Mosaic ,#53,*YCH (4Group),Yes,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-053,Mosaic ,#53,Official Sensory,Yes,0,4,4,0,0,5,0,1,1,1,0,2,2,0,1,4,3,3,0,0,0,Average internal validated sensory analysis for lot 22-WA397-053
22-WA397-054,Mosaic ,#73,Holy Mountain Brewing Co.,Yes,1,4,3,6,0,0,0,0,0,0,2,1,0,0,0,4,5,5,0,3,0,
22-WA397-054,Mosaic ,#73,Cloudburst Brewing,Yes,1,4,3,6,0,0,0,0,0,0,2,1,0,0,0,4,5,5,0,3,0,
22-WA397-054,Mosaic ,#73,Community Beer Co,Yes,1,4,3,8,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,"Berry, fruit, meyer lemon, citrus,"
22-WA397-054,Mosaic ,#73,Ghost Town Brewing,Yes,1,4,3,9,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,
22-WA397-054,Mosaic ,#73,BREAKSIDE BREWERY,Yes,1,4,3,8,0,0,0,1,0,0,0,3,0,0,5,2,9,0,0,0,0,"Smells like the fiery pits of hell but somehow you escape back to fifth circle then the third then you emerge, born again, into an Edenic land of passionfruit, green apple Jolly Ranchers, and lychee. Good things come to those who wait and if you sit with this lot for a few minutes, the rewards are great. My after-school dreams of gushers and Capri Sun come to life."
22-WA397-054,Mosaic ,#73,Stoup Brewing,Yes,1,4,3,6,0,0,0,0,0,0,2,1,0,0,0,4,5,5,0,3,0,
22-WA397-054,Mosaic ,#73,Official Sensory,Yes,0,4,3,0,0,3,0,0,0,0,1,2,2,0,2,5,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-054
22-WA397-054,Mosaic ,#73,Lupulin Brewing Co,No,5,4,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,
22-WA397-054,Mosaic ,#73,"4 Noses Brewing Co., LLC",No,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0, - All onion garlic
22-WA397-055,Mosaic ,#73,*YCH (4Group),Yes,1,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-055,Mosaic ,#73,Official Sensory,Yes,0,4,3,0,0,4,0,1,1,0,1,2,2,0,4,5,4,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-055
22-WA397-055,Mosaic ,#73,Brouwerij Frontaal,No,5,4,3,5,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,3,0,"Lemon grass, tea, ripe pear"
22-WA397-055,Mosaic ,#73,4 Hands Brewing Co.,No,2,4,3,6,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,"Very nice hop, but not the profile we want. Need more tropical notes."
22-WA397-055,Mosaic ,#73,Topa Topa Brewing Co.,No,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Danky/skunky/ og, high berry"
22-WA397-056,Citra ,#73,Official Sensory,Yes,0,4,5,0,0,5,0,1,1,1,1,1,2,0,3,3,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-056
22-WA397-057,Citra ,#73,Official Sensory,Yes,0,4,4,0,0,4,0,0,1,1,1,1,2,0,4,6,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-057
22-WA397-057,Citra ,#73,Cape May Brewing Co.,No,3,4,4,3,0,0,0,0,2,1,1,3,0,0,0,3,2,2,1,0,0,
22-WA397-057,Citra ,#73,"New Anthem, LLC",No,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,1,0,
22-WA397-057,Citra ,#73,Belching Beaver Co.,No,2,4,4,7,0,0,0,0,1,0,0,0,0,0,0,6,2,2,0,0,0,
22-WA397-057B,Citra ,#73,Official Sensory,Yes,0,4,4,0,0,4,0,0,1,1,0,1,4,0,3,5,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-057B
22-WA397-058,Ahtanum ,#73,Parallel 49 Brewing,Yes,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - Clean grapefruit notes.
22-WA397-058,Ahtanum ,#73,Official Sensory,Yes,0,3,3,0,0,4,0,0,0,1,1,1,2,0,2,5,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-058
22-WA397-058,Ahtanum ,#73,Surly Brewing Company,No,2,3,3,7,0,0,0,0,0,0,2,2,0,0,5,5,0,0,0,0,0,
22-WA397-059,Ahtanum ,#73,Official Sensory,Yes,0,3,3,0,0,4,0,0,2,1,3,2,2,0,4,5,2,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-059
22-WA397-059,Ahtanum ,#73,vandeStreek Bier,No,2,3,3,7,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,3,
22-WA397-060,Pahto ,#73,Official Sensory,Yes,0,4,3,0,0,4,0,0,0,1,1,0,3,0,1,5,2,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-060
22-WA397-061,Pahto ,#73,Official Sensory,Yes,0,4,3,0,0,4,0,1,1,1,0,1,3,0,1,5,3,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-061
22-WA397-062,Pahto ,#67,Official Sensory,Yes,0,4,3,0,0,5,0,2,0,1,1,1,3,0,1,3,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-062
22-WA397-063,Pahto ,"#67,#68",Official Sensory,Yes,0,4,4,0,0,5,0,1,1,0,1,1,2,0,2,5,2,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-063
22-WA397-064,Pahto ,#68,LION PTY,Yes,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, - #1 selection for NBB
22-WA397-064,Pahto ,#68,Official Sensory,Yes,0,4,3,0,0,4,0,0,0,0,0,1,3,0,3,5,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-064
22-WA397-065,Pahto ,#68,Official Sensory,Yes,0,4,4,0,0,4,0,1,1,1,1,1,2,0,1,4,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-065
22-WA397-066,Pahto ,#68,Official Sensory,Yes,0,3,3,0,0,5,0,1,1,0,1,1,4,0,2,3,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-066
22-WA397-067,Pahto ,#77,Official Sensory,Yes,0,3,3,0,0,4,0,1,1,0,1,1,1,0,2,6,2,4,0,0,0,Average internal validated sensory analysis for lot 22-WA397-067
22-WA397-068,Pahto ,"#79,#77",Official Sensory,Yes,0,3,3,0,0,3,0,1,1,0,1,0,2,0,1,4,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-068
22-WA397-069,Pahto ,#79,Official Sensory,Yes,0,4,2,0,0,5,0,2,1,1,0,3,4,0,4,5,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-069
22-WA397-070,Pahto ,#79,Official Sensory,Yes,0,3,4,0,0,4,0,0,0,0,1,0,3,0,2,4,3,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-070
22-WA397-071,Pahto ,#79,Official Sensory,Yes,0,2,3,0,0,4,0,1,1,1,0,1,2,0,1,5,2,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-071
22-WA397-072,HBC638,#79,Official Sensory,Yes,0,4,4,0,0,5,0,0,1,0,3,1,2,0,2,5,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-072
22-WA397-073,HBC638,Tri 40 West,Official Sensory,Yes,0,4,3,0,0,3,0,0,0,0,1,0,1,0,4,5,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-073
22-WA397-074,Idaho 7 ,#84 West,*YCH (4Group),Yes,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-074,Idaho 7 ,#84 West,Official Sensory,Yes,0,4,4,0,0,4,0,0,1,0,1,0,1,0,4,6,6,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-074
22-WA397-074,Idaho 7 ,#84 West,Meanwhile Brewing Co,No,4,4,4,4,0,0,0,4,0,0,0,4,0,0,0,4,2,0,0,0,0,"Had some cool characters, but overall more dull than others on table, a little earthy"
22-WA397-100,Sabro ,#84 West,To Øl,Yes,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical, mango, papaya, Chinese long pepper, white peach. Very interesting, grass, lime, lemon, slight coconut. Lavender, green apple. Gorgeous!"
22-WA397-100,Sabro ,#84 West,Balter Brewing Company,Yes,2,4,4,9,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,"Coconut, moderate tangerine, candy, floral - We are going to take 50% of already produced cartons. If possible label outside of pallet with grower name in large letters."
22-WA397-100,Sabro ,#84 West,Noon Whistle Brewing,Yes,1,4,4,7,0,1,0,1,0,0,1,1,1,0,0,5,4,0,0,1,0,Lime and coconut
22-WA397-100,Sabro ,#84 West,Surly Brewing Company,Yes,1,4,4,7,0,2,0,5,0,0,1,3,4,0,3,5,7,0,0,0,0,
